stamp,Albania,Algeria,American Samoa,Andorra,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Bermuda,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Canada,Cayman Islands,Chile,"China, Hong Kong SAR","China, Macao SAR",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Egypt,El Salvador,Estonia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Guadeloupe,Guam,Guatemala,Guernsey,Guyana,Hungary,Iceland,Iran (Islamic Republic of),Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Liechtenstein,Lithuania,Luxembourg,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Netherlands,New Caledonia,New Zealand,Niue,Norfolk Island,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Saint Helena ex. dep.,Saint Helena: Ascension,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Saint-Martin (French part),Samoa,San Marino,Sao Tome and Principe,Serbia,Seychelles,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,State of Palestine,Suriname,Sweden,Switzerland,Tajikistan,Thailand,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States Virgin Islands,United States of America,Uruguay,Uzbekistan,Venezuela (Bolivarian Republic of)
Jun-97,5544,,164,77,,,,3454,,20761,7292,8262,,1055,,7377,,81,4048,,,,,5769,,29982,,21502,4812,390,,6181,4634,10687,,767,7818,5875,124073,12424,1130,,,,5138,61616,307,,,69531,,38,8616,91,522,384,31259,46,,8366,342,,4447,,10080,48858,,100265,,,20144,3625,8665,1678,,,30,3285,,,43594,498,,437,,1685,,,4202,,7,,,392,4643,2,,2588,5154,,,15,5372,,127957,34693,9485,4799,,101913,,,20923,,4,,,215,,148,,,32,,,127,3712,,,,30229,,,722,8060,,,,254,1217,16400,,23,,,60862,160,321867,4520,49766,39196
Jul-97,5933,,137,81,,,,3886,,21765,7366,9659,,1127,,8306,,74,4133,,,,,5838,,31033,,22016,4717,419,,6179,5007,12063,,838,8381,6181,138303,14009,1139,,,,5388,65170,331,,,73624,,28,9890,94,596,379,32215,58,,8990,360,,4682,,11380,51186,13841,106929,,,21168,3715,8416,1698,,,34,3481,,,45752,530,,488,,1725,,,4040,,6,,,381,4889,2,,2643,5284,,,30,5456,,127657,37058,10190,5204,,106717,,,22066,,11,,,239,,162,,,33,,,139,3932,,,,32667,,,808,8165,,,,264,1315,16720,,19,,,63809,167,346506,4956,54590,41818
Aug-97,5896,,139,48,,,,3987,,21155,7111,11054,,1215,,7801,,62,4214,,,,,5693,,29235,,21404,4860,416,,6322,4782,13581,,823,7724,6032,144987,12941,1030,,,,5114,60381,346,,,70862,,39,8899,105,673,373,31866,67,,8527,365,,4603,,11293,44149,,103388,,,19564,3670,8679,1523,,,43,3265,,,45953,517,,395,,1749,,,3932,,5,,,381,4954,5,,2615,5074,,,28,5621,,136354,35017,9289,5662,,106475,,,20717,,3,,,309,,195,,,31,,,121,3884,,,,29893,,,826,7883,,,,226,1489,15969,,20,,,61643,165,339122,4773,52239,44093
Sep-97,5723,,134,52,,,,3612,,21684,7116,10308,,1235,,7070,,86,4149,,,,,5260,,29232,,22353,5004,408,,6978,4861,15822,,793,7537,5764,181005,14123,1066,,,,4876,59341,371,,,70455,,35,8635,99,734,373,33800,58,,8604,363,,4606,,10875,45933,,99935,,,19012,3660,8426,1524,,,31,3018,,,47593,531,,410,,1719,,,4156,,5,,,377,4967,1,,2613,4993,,,28,5841,,155867,34695,9634,6186,,110875,,,20150,,4,,,340,,211,,,22,,,100,4290,,,,30624,,,893,7245,,,,205,1644,14064,,33,,,60812,217,333600,4829,50195,46649
Oct-97,5297,,111,60,,,,3612,,22160,6794,10475,,1024,,7691,,73,3870,,,,,4819,,28284,,22492,5157,508,,7272,4660,15719,,753,7047,5554,122592,15744,996,,,,4672,61058,439,,,66226,,25,8701,77,739,345,33216,57,,8195,330,,4300,,10591,41570,15540,100329,,,18632,3633,7842,1494,,,42,3164,,,48573,576,,400,,1622,,,3730,,3,,,405,5316,2,,2451,4700,,,29,5826,,163217,32008,9435,6031,,114243,,,19905,,2,,,306,,240,,,16,,,105,4638,,,,30889,,,988,6844,,,,194,1807,13227,,36,,,60293,181,328657,4907,47806,46684
Nov-97,4495,,119,49,,,,3368,,19666,6231,9473,,1336,,6498,,59,3561,,,,,4300,,26266,,21247,5068,450,,6772,4191,14356,,792,6392,4827,128484,13784,936,,,,4247,58508,405,,,60189,,37,7995,103,705,350,31173,49,,7620,307,,4073,,10388,39199,,94887,,,16896,3669,8083,1263,,,39,2613,,,47734,518,,396,,1460,,,4195,,1,,,354,4863,4,,2223,4204,,,30,5591,,146917,28820,8910,5369,,107667,,,17967,,7,,,307,,243,,,20,,,88,4287,,,,29366,,,1018,5970,,,,200,1862,12563,,23,,,56914,183,307282,4543,44338,45526
Dec-97,4612,,161,67,,,,2755,,20320,6627,11022,,1277,,7080,,80,3520,,,,,4433,,27185,,21863,4916,370,,6861,4364,14351,,773,6715,5086,101048,15756,922,,,,4491,61610,428,,,63897,,50,7995,84,675,375,35360,68,,8138,333,,4405,,10932,44367,,100266,,,27498,3480,8299,1474,,,37,2853,,,44500,486,,416,,1672,,,4659,,0,,,355,5071,4,,2316,4424,,,27,5590,,146068,32591,9207,5896,,111073,,,18477,,4,,,342,,222,,,18,,,117,4195,,,,30668,,,1057,6302,,,,195,1860,12362,,20,,,59740,172,329335,4931,50095,44777
Jan-98,4390,59167,131,,,,,3701,,20694,6860,12911,,1054,,8851,,79,3803,,,,,,,,,22657,4461,368,,,3923,13559,,768,7066,5372,174511,13716,,,,,4739,,438,,,,,,8201,85,632,,35814,56,,8167,330,,4341,,11320,41732,,99928,,,9719,3734,9884,1369,,,,2940,460,,52923,497,,393,545,1510,,,3764,,2,,16398,351,4818,1,,,4742,,,9,5907,,145765,33539,9403,5278,,120642,3065,1136,18987,,5,,,257,,199,,,,,,120,3750,4518,1501,,30087,,,970,7274,6705,,,221,,15031,,18,32894,,60496,,319340,5713,,42650
Feb-98,4095,50778,134,,,,,3315,,19393,6266,10212,,1147,,7173,,62,3490,,,,,,,,,19489,3893,330,,,3635,11230,,689,8758,4957,151222,11810,,,,,4233,,361,,,,,,7443,101,557,,31055,57,,7481,299,,3991,,9688,37342,,89559,,,17660,3279,8338,1422,,,,2791,414,,45338,368,,358,472,1485,,,4048,,2,,15179,385,4268,3,,,4614,,,22,4884,,122242,30686,8424,4697,,113590,3287,992,18442,,2,,,200,,176,,,,,,114,3337,4288,1388,,27517,,,933,7227,6056,,,245,,12191,,16,33645,,54939,,298711,5880,,37594
Mar-98,4547,50794,153,,,,,3562,,21535,6813,10304,,1170,,7926,,57,3776,,,,,,,,,21381,4371,341,,,3986,11176,,695,7856,5677,135022,12549,,,,,4963,,409,,,,,,7837,82,574,,32794,55,,8424,360,,4592,,10628,41508,,98303,,,18526,3590,9021,1632,,,,3332,479,,52021,496,,344,423,1714,,,4001,,1,,16508,394,4810,8,,,5185,,,29,5321,,130213,35029,9625,4980,,120379,3544,1234,20356,,5,,,237,,163,,,,,,124,3701,4889,1539,,30649,,,891,7937,6670,,,268,,12384,,12,33962,,60563,,329436,6114,,40127
Apr-98,4781,46819,171,,,,,3352,,20707,6771,8963,,850,,7776,,63,3726,,,,,,,,,20962,3977,340,,,3798,10030,,696,8143,5692,122508,12185,,,,,4958,,377,,,,,,7836,72,548,,32163,56,,8060,342,,4650,,9935,41828,,98225,,,18941,3384,8655,1567,,,,3322,465,,49370,490,,332,433,1740,,,4434,,1,,16139,393,4631,3,,,5317,,,27,4841,,126696,33643,9491,4709,,109581,3282,1102,20533,,2,,,233,,151,,,,,,125,3593,4996,1450,,31081,,,756,8155,6764,,,222,,12613,,15,35711,,59271,,319758,4794,,40438
May-98,5046,50306,145,,,,,3276,,20797,6972,9499,,1070,,8184,,67,3880,,,,,,,,,20727,4231,360,,,4095,10128,,736,8149,5537,121943,12567,,,,,4753,,349,,,,,,8968,74,514,,32915,59,,8390,376,,4555,,10512,45053,,102052,,,18020,3541,9085,1622,,,,3370,479,,50715,494,,357,440,1810,,,4251,,5,,16337,406,4789,4,,,5021,,,28,4599,,131633,34213,9537,4623,,104017,3582,1263,21024,,11,,,222,,162,,,,,,123,3721,5062,1604,,31527,,,807,8074,6687,,,234,,14506,,18,36089,,59416,,330519,2328,,40013
Jun-98,5533,50646,137,,,,,3071,,20511,6597,9964,,1163,,8022,,69,3600,,,,,,,,,20361,4449,336,,,3836,10681,,771,8069,5344,128206,12252,,,,,4929,,341,,,,,,9135,77,540,,31497,47,,8219,358,,4511,,10795,43048,,101074,,,19285,3373,9080,1552,,,,3281,470,,49069,489,,362,382,1576,,,4392,,3,,16138,405,4445,0,,,4974,,,26,4827,,127988,32986,9429,4716,,98993,3477,1154,20629,,3,,,217,,128,,,,,,142,3555,4776,1419,,29411,,,738,7522,6531,,,213,,15841,,22,35736,,60162,,327091,1055,,37963
Jul-98,6014,51476,149,,,,,3396,,21621,7257,11096,,1131,,8416,,62,3961,,,,,,,,,21174,4358,385,,,4213,12680,,831,8493,6088,134153,13172,,,,,5259,,395,,,,,,9708,80,559,,33439,64,,8938,396,,4837,,11577,45865,,108093,,,20979,3437,8142,1643,,,,3432,478,,41524,473,,391,419,1783,,,4250,,1,,17805,375,4812,2,,,5319,,,16,4956,,132225,36406,9562,4843,,100182,3865,1247,22065,,11,,,229,,143,,,,,,135,3590,5175,1579,,30677,,,763,8129,6978,,,249,,15779,,28,38811,,63616,,348651,1050,,39908
Aug-98,6008,52166,141,,,,,3344,,20927,7104,11960,,1173,,7886,,68,4057,,,,,,,,,21392,4349,389,,,4006,13664,,746,7785,5992,142050,13090,,,,,4910,,345,,,,,,8621,83,590,,33500,57,,8230,364,,4504,,11644,44114,,105304,,,18650,3561,9038,1548,,,,3209,423,,38718,500,,380,480,1687,,,4222,,4,,17543,346,4624,3,,,5068,,,29,5080,,139306,34124,9498,5317,,99153,3206,1115,20314,,3,,,223,,136,,,,,,93,3787,4971,1535,,29951,,,813,7930,6841,,,204,,14911,,26,34397,,61110,,344736,5371,,42946
Sep-98,5773,49684,126,,,,,3334,,21517,7026,10625,,1067,,7719,,77,3809,,,,,,,,,23066,4762,417,,,4172,14230,,770,7511,5810,186807,14721,,,,,5049,,403,,,,,,8731,73,651,,35002,60,,8218,369,,4787,,10808,47268,,104695,,,18759,3429,8994,1541,,,,3022,448,,41738,465,,419,562,1586,,,4070,,4,,18137,339,4645,4,,,5091,,,26,5451,,152067,34253,10151,5396,,106809,3453,1132,20101,,4,,,283,,200,,,,,,114,3665,5270,1591,,32012,,,964,7463,6750,,,220,,14226,,35,36339,,62389,,343384,8214,,45128
Oct-98,5238,49004,140,,,,,3252,,21533,6714,9887,,1311,,7500,,89,4051,,,,,,,,,22791,5003,392,,,3985,14918,,768,7112,5458,136277,14878,,,,,4722,,457,,,,,,9051,85,658,,34270,60,,7854,363,,4467,,11205,45092,,101428,,,18756,3455,7739,1550,,,,2842,470,,36534,515,,415,561,1523,,,4149,,3,,17222,336,4836,1,,,4641,,,27,5689,,151509,30839,9659,5527,,105219,3437,1099,19130,,2,,,282,,211,,,,,,112,3933,4703,1430,,31277,,,976,6893,6498,,,208,,14051,,26,36179,,60774,,332790,6966,,46411
Nov-98,4372,47384,118,,,,,2952,,19550,6537,8816,,1162,,6807,,61,3519,,,,,,,,,21461,4528,411,,,3669,14633,,700,6789,5098,142143,13759,,,,,4356,,406,,,,,,7838,79,653,,32608,50,,7580,307,,4005,,10608,40577,,94007,,,17298,3311,7827,1448,,,,2760,385,,31575,449,,360,515,1353,,,4145,,2,,16008,311,4287,1,,,4232,,,15,5448,,137318,29270,9314,5091,,100171,3410,998,18014,,7,,,278,,208,,,,,,106,3500,4256,1416,,29860,,,803,6186,6215,,,221,,12528,,20,31891,,56397,,313241,3891,,44027
Dec-98,4342,48894,143,,,,,2811,,20047,6316,9759,,1083,,6385,,71,3335,,,,,,,,,21644,4595,365,,,3750,14151,,709,6804,5145,112410,13651,,,,,4237,,410,,,,,,7525,95,665,,35076,48,,7740,314,,4311,,11360,42012,,100479,,,25787,3330,8380,1516,,,,2718,415,,35241,451,,377,584,1503,,,4614,,5,,15994,352,4384,0,,,4148,,,26,5348,,135897,30631,9291,5341,,102984,3724,1066,17702,,4,,,289,,235,,,,,,104,3532,4678,1404,,31144,,,807,6238,6254,,,232,,12657,,34,33584,,57755,,333896,2751,,44603
Jan-99,4137,55704,173,69,,,,3303,,20998,6697,8948,,958,,9016,,62,,,,,,5820,,26956,,21804,4569,328,,5997,3830,13164,,677,7187,5316,199053,12998,947,,,,4646,59837,413,,2641,65738,,,8146,88,616,,35750,46,,7947,372,104347,4408,,10951,41972,4650,100349,,,17690,3619,9453,1488,,,,2909,440,,37534,377,,404,502,1588,,,4036,,4,,16218,314,4559,1,,2263,4768,,,26,5254,,140742,32768,9534,4883,966,116927,2839,1301,19623,109603,6,,,265,,185,,,,,,78,3448,4429,1449,,31002,,,822,7187,6478,12202,,237,,,,18,,,57858,,319182,4583,51941,43788
Feb-99,3877,47505,148,62,,,,3049,,19691,6150,11721,,1409,,7377,,61,,,,,,5586,,25642,,19010,3768,285,,5564,3544,11310,,600,6907,4977,145822,10964,960,,,,4452,55445,336,,3344,60068,,,7476,82,518,,31136,41,,7195,312,113176,4037,,9742,38512,4237,89861,,,17006,3261,8286,1473,,,,2886,462,,33512,348,,302,418,1589,,,4066,,2,,15191,307,4305,1,,2036,4610,,,14,4411,,114217,29620,8241,4251,843,106359,3283,1238,18228,99798,5,,,190,,162,,,,,,76,3082,4268,1310,,28445,,,645,7080,6181,9392,,214,,,,28,,,53696,,297568,4216,40472,42660
Mar-99,4335,49160,172,61,,,,3242,,22159,6532,11340,,1029,,7938,,75,,,,,,6312,,29292,,21679,4148,335,,6442,3726,10225,,735,7875,5783,136976,12000,1104,,,,5123,61726,384,,3242,63952,,,8078,86,530,,33469,65,,7920,346,104788,4568,,10796,43073,3981,97176,,,18514,3371,8815,1707,,,,3357,497,,39661,454,,345,455,1781,,,4202,,4,,16818,341,4678,2,,2174,5358,,,23,5064,,118755,33672,9621,4762,862,114710,3264,1201,20318,106860,4,,,199,,144,,,,,,113,3738,4802,1564,,31951,,,793,7981,6765,9966,,275,,,,23,,,60322,,332939,4432,43367,42423
Apr-99,4578,45366,155,70,,,,3181,,20795,6190,9863,,1031,,8027,,51,,,,,,5961,,28546,,20387,3840,335,,6335,3472,9476,,597,7892,5686,133071,11480,1091,,,,4907,61179,388,,3148,61772,,,7532,66,529,,31676,55,,7572,320,98903,4486,,10032,39829,3227,97863,,,18264,3389,8669,1691,,,,3215,461,,46236,414,,311,402,1802,,,4577,,3,,16880,404,4594,2,,2238,5207,,,17,5050,,118840,32125,9371,4369,870,104503,3302,1185,19337,104833,7,,,241,,143,,,,,,153,3603,4965,1417,,31060,,,755,7967,6523,9121,,251,,,,22,,,57449,,316889,4222,46276,41505
May-99,4850,49173,150,74,,,,2863,,20925,6369,9390,,1154,,8069,,68,,,,,,6056,,30000,,20925,3959,357,,6954,3579,10243,,606,8007,5815,117243,12821,1185,,,,5078,63900,432,,3147,65267,,,7938,84,515,,33690,61,,7571,344,111426,4571,,9919,43015,3152,99474,,,18503,3422,9038,1684,,,,3439,488,,45460,483,,347,419,1875,,,4370,,3,,16379,421,4808,2,,2297,5389,,,26,5562,,127542,32948,9906,4303,914,100704,3402,931,19902,103795,2,,,204,,129,,,,,,149,3794,4666,1446,,32332,,,746,8072,6503,9742,,238,,,,28,,,59635,,328526,4730,47471,42660
Jun-99,5343,50254,141,69,,,,2989,,20873,6460,8574,,969,,8479,,65,,,,,,6294,,29329,,20838,4183,321,,6224,3767,10573,,721,7927,5704,116851,12470,1054,,,,4997,62656,388,,3419,65262,,,8568,83,498,,32844,58,,8025,321,98560,4647,,10107,43380,3594,97744,,,19093,3216,8817,1718,,,,3206,511,,50411,450,,305,384,1647,,,4448,,3,,16941,430,4707,1,,2352,5064,,,15,5138,,126434,33020,9428,4664,869,93230,3268,1188,21255,108167,5,,,193,,154,,,,,,157,3466,4630,1461,,30432,,,741,7738,6649,9365,,226,,,,16,,,59931,,332201,4561,49908,40800
Jul-99,5824,53224,166,81,,,,3063,,21281,7012,8074,,1186,,8443,,48,,,,,,6644,,30175,,20868,4358,381,,6605,4015,11555,,809,8007,5946,138094,12657,1053,,,,5217,67137,382,,3403,70402,,,9813,91,634,,34259,60,,8617,353,105083,4640,,11562,48747,3602,103713,,,19318,3440,8620,1748,,,,3328,499,,45592,404,,381,465,1797,,,4227,,4,,17638,373,4831,5,,2521,5208,,,25,5268,,133158,34606,10108,4770,966,97205,3537,1266,22139,108539,2,,,199,,146,,,,,,134,3556,5202,1570,,33033,,,835,7832,6842,8927,,230,,,,20,,,61178,,349812,4620,51856,42228
Aug-99,5830,54723,113,77,,,,3149,,21252,7035,10028,,1378,,8034,,93,,,,,,6439,,28395,,20765,4422,391,,6658,4104,13858,,760,7759,5897,151506,13090,1083,,,,4953,63892,413,,3565,68500,,,9078,75,623,,34466,60,,8446,380,105253,4471,,12015,46834,3716,103206,,,18488,3509,9133,1673,,,,3022,445,,44399,416,,364,482,1862,,,4439,,4,,17713,389,4951,1,,2551,5158,,,18,5451,,136491,33516,10000,5271,919,96632,3013,1166,20592,102398,4,,,286,,183,,,,,,139,3647,5118,1571,,32034,,,889,7595,6867,9695,,202,,,,30,,,59731,,351371,4427,49634,44809
Sep-99,5615,47414,123,59,,,,3009,,21672,7010,9248,,1188,,7818,,82,,,,,,6197,,29202,,21604,4609,405,,7109,4271,15142,,796,7648,5754,181176,13456,1094,,,,4908,63828,423,,3569,68495,,,9082,62,667,,36283,68,,8340,357,102706,4628,,11793,47957,4435,100320,,,18753,3392,8711,1660,,,,2936,473,,45567,511,,418,542,1695,,,4142,,7,,17566,393,5067,1,,2449,5026,,,30,5705,,147500,33482,10344,5863,886,101751,3273,1182,20175,96133,6,,,313,,226,,,,,,125,3727,5059,1555,,33310,,,1001,7206,6802,9663,,177,,,,27,,,59348,,349409,4607,49161,48400
Oct-99,5094,47119,142,77,,,,3031,,20806,6282,8786,,1169,,7145,,82,,,,,,5920,,27209,,21049,4323,355,,7217,3867,15305,,833,6816,5297,132567,13657,975,,,,4552,62887,456,,3274,62041,,,9028,76,745,,35018,57,,7718,331,82195,4339,,11643,45010,4813,95781,,,17883,3643,8593,1474,,,,2764,443,,44121,551,,391,539,1581,,,3963,,3,,16691,336,5248,1,,2320,4710,,,11,5996,,152540,29017,9917,5555,910,103986,3209,1148,18662,93426,2,,,330,,230,,,,,,98,3689,4273,1467,,32058,,,1107,7008,6375,8784,,168,,,,26,,,57348,,332980,4788,43021,48123
Nov-99,4248,44724,119,72,,,,2830,,19445,5916,9603,,1364,,6356,,71,,,,,,5484,,25668,,20813,4559,356,,6798,3470,14793,,690,6408,5019,134070,13372,915,,,,4210,59317,430,,3346,57771,,,8013,77,731,,33794,50,,7290,335,88046,4135,,11360,41994,4612,93595,,,17157,3471,8066,1481,,,,2655,426,,44881,415,,353,583,1514,,,4362,,1,,15983,300,4659,3,,2068,4318,,,23,5609,,151513,27501,9701,5393,887,100642,3095,1147,16664,87968,3,,,304,,253,,,,,,116,3810,4233,1297,,31237,,,972,6139,6136,8753,,170,,,,22,,,56275,,315289,4240,36768,45207
Dec-99,4219,49277,134,62,,,,2793,,20177,6485,11964,,1445,,6273,,70,,,,,,5578,,26835,,20932,4543,299,,6623,3534,15141,,681,7038,5026,106596,14671,964,,,,4531,62987,453,,4680,61476,,,7891,77,735,,36649,51,,8004,329,100027,4424,,12016,43140,4968,98587,,,16909,3402,7867,1599,,,,2698,437,,44496,402,,387,598,1668,,,4262,,7,,16427,336,4646,2,,2040,4482,,,22,5740,,145603,29727,9831,5600,954,100341,3016,1200,17705,93132,6,,,273,,216,,,,,,122,3776,4578,1426,,33236,,,838,6368,6287,8405,,211,,,,32,,,57205,,333251,4578,43870,45285
Jan-00,3820,55519,133,69,,,,,,21100,6587,10838,,829,,,,64,,,,,,6436,,27228,,20909,4298,283,,,3827,12893,,776,7557,5439,,12132,1131,,,,4768,63559,452,,3188,,,,8890,84,671,,,58,,8161,338,94080,4467,,11781,44926,4953,101351,,,21077,3810,8994,1660,7072,9945,32,2867,503,,44178,402,,381,560,1495,,,3768,,4,,17068,342,4685,2,,2232,4838,,,17,,,146083,33946,9825,5011,973,123102,2493,1205,19745,111541,4,,,284,,182,,,19,,,119,3585,4781,1506,,32995,,,905,7306,6731,,,148,,,,29,,,57446,,330108,4652,45757,44944
Feb-00,3548,45971,141,56,,,,,,19770,6384,13171,,989,,,,48,,,,,,6024,,26196,,19313,3917,273,,,3550,11003,,611,7142,5193,,11790,1022,,,,4497,60149,350,,3571,,,,7686,72,555,,,47,,7761,347,97692,4267,,10559,40573,4011,93683,,,17071,3289,7631,1673,7584,8023,31,2813,472,,42923,373,,338,445,1521,,,4769,,6,,16606,371,4548,0,,2258,4988,,,19,,,128383,30960,9214,4454,873,113226,3368,1142,18574,100151,7,,,230,,157,,,28,,,115,3636,4470,1429,,30696,,,760,7441,6329,,,245,,,,17,,,53017,,317377,4909,40472,41027
Mar-00,3983,46044,157,59,,,,,,21766,6799,10221,,1269,,,,84,,,,,,6371,,29203,,20536,4069,295,,,3589,10856,,643,8025,5578,,12367,1176,,,,4970,64315,460,,3536,,,,8159,81,559,,,57,,8091,372,93586,4584,,11063,43761,4033,98985,,,18616,3448,8401,1777,7089,7616,33,3116,497,,46681,497,,350,460,1664,,,4456,,3,,17445,409,4881,4,,2359,5326,,,19,,,142041,32838,9667,4818,929,119552,3137,1263,19951,109119,8,,,251,,146,,,23,,,137,3916,4848,1522,,33608,,,789,8001,6778,,,274,,,,26,,,57703,,340553,4505,43542,43290
Apr-00,4265,45570,131,69,,,,,,20093,6327,9157,,1152,,,,61,,,,,,5883,,28227,,19532,3788,263,,,3417,9779,,596,7983,5768,,11383,1116,,,,4759,62469,400,,3246,,,,7712,69,588,,,37,,7547,346,88686,4460,,10469,43342,3221,94902,,,17813,3407,7891,1727,6351,7251,46,3016,446,,44580,463,,327,466,1700,,,4701,,3,,16625,401,4613,4,,2402,5185,,,28,,,143383,31267,9563,4276,861,105925,2630,1283,18575,103332,6,,,193,,173,,,27,,,119,3642,4581,1546,,32196,,,741,7931,6538,,,228,,,,18,,,54551,,317180,4287,44143,42433
May-00,4516,47817,194,73,,,,,,21342,6668,8636,,1230,,,,67,,,,,,6259,,29821,,20316,4127,273,,,3600,9750,,654,8391,5716,,12769,1188,,,,5001,67324,445,,3271,,,,8172,66,579,,,57,,8008,373,94981,4677,,10529,47415,3679,100134,,,18986,3539,8333,1828,6779,7273,41,3102,501,,46546,465,,320,462,1838,,,4139,,1,,17513,407,4845,1,,2576,5421,,,18,,,150362,32905,10366,4597,915,104761,3056,1252,19923,108432,4,,,184,,129,,,29,,,158,4004,4911,1551,,34026,,,740,8186,6651,,,225,,,,24,,,58466,,341207,4729,46981,43060
Jun-00,4618,47684,136,78,,,,,,20424,6419,8239,,952,,,,63,,,,,,6209,,28753,,20214,4100,325,,,3429,9503,,707,7837,5718,,11664,1176,,,,4835,63940,391,,3287,,,,8663,68,542,,,69,,8063,378,86964,4589,,10722,44595,3380,95465,,,18840,3402,8413,1811,7108,6606,33,2968,493,,44213,412,,312,405,1789,,,4329,,3,,16773,410,4518,3,,2531,4937,,,24,,,140459,32355,9756,4529,940,93312,3264,1193,20247,109807,4,,,170,,127,,,23,,,110,3618,4677,1480,,31832,,,739,7815,6456,,,227,,,,14,,,56192,,341206,4427,44049,41560
Jul-00,5166,53617,133,59,,,,,,20334,6755,8011,,1225,,,,82,,,,,,6664,,28548,,20420,4438,316,,,3864,10595,,754,7906,5963,,12169,1121,,,,5043,67916,391,,3325,,,,9665,69,641,,,58,,8533,365,92554,4745,,12043,48994,3471,102806,,,18944,3462,7896,1783,9109,8487,42,3045,530,,44165,422,,374,500,1730,,,4340,,4,,17694,410,4681,2,,2649,5201,,,26,,,141948,33530,10254,4684,902,96533,3212,1221,21502,111541,0,,,215,,149,,,16,,,123,3954,4958,1527,,33754,,,697,8000,6678,,,223,,,,15,,,58761,,348975,4365,47625,44057
Aug-00,4922,52523,164,68,,,,,,21265,6685,8456,,1257,,,,69,,,,,,6529,,27740,,21166,4714,362,,,3739,12795,,760,7797,5882,,12992,1099,,,,4853,66778,393,,3623,,,,9412,61,605,,,58,,8523,361,98268,4652,,12318,47388,3795,103706,,,18406,3422,8526,1700,8185,9298,29,2870,501,,46077,456,,385,512,1774,,,4312,,7,,18315,391,4906,2,,2581,5118,,,29,,,147348,32932,10545,5265,920,100970,3202,1227,20518,109563,9,,,247,,140,,,23,,,136,4019,4961,1570,,33666,,,751,7768,6725,,,214,,,,26,,,58422,,360080,4207,48163,47167
Sep-00,4647,46251,131,47,,,,,,21227,6827,8954,,1010,,,,75,,,,,,6248,,26885,,21886,5243,308,,,3896,14425,,737,7269,5689,,13439,1026,,,,4693,64297,459,,3419,,,,9138,82,700,,,52,,8156,379,91757,4680,,11638,47821,4503,103131,,,18536,3465,8151,1588,7934,8901,35,2709,424,,44497,448,,350,511,1716,,,4295,,5,,17736,404,4951,1,,2625,4885,,,22,,,158456,32626,10561,5584,931,105524,3118,1186,20135,104566,4,,,265,,230,,,36,,,117,4147,4736,1600,,33758,,,832,7490,6739,,,201,,,,27,,,56640,,347609,4117,46959,50746
Oct-00,4270,47985,142,70,,,,,,21770,6433,9598,,1449,,,,85,,,,,,5716,,25846,,22090,5207,409,,,3737,14658,,783,7177,5719,,14245,1025,,,,4536,65720,438,,3229,,,,8994,75,738,,,44,,8233,383,80304,4656,,12011,47148,4633,100752,,,17506,3596,7585,1543,7689,8780,25,2504,459,,50213,596,,356,614,1678,,,3910,,1,,17155,380,4877,2,,2495,4575,,,18,,,161055,30034,10677,5515,1033,108479,2818,1163,19190,102745,3,,,302,,230,,,20,,,123,4288,4302,1554,,34004,,,954,7267,6263,,,179,,,,31,,,57427,,343921,4422,40242,50348
Nov-00,3697,48022,137,52,,,,,,20015,6101,9851,,1069,,,,54,,,,,,5253,,24903,,21181,5293,387,,,3548,13857,,763,6946,5266,,12525,965,,,,4359,63262,474,,2917,,,,8678,75,757,,,57,,8183,332,88576,4566,,11404,44182,4873,96407,,,16997,3397,7475,1537,7046,8108,34,2519,416,,46436,418,,369,542,1576,,,4057,,5,,16996,320,4483,2,,2207,4280,,,31,,,154475,27495,9934,5434,967,104445,3504,1149,18028,97473,5,,,297,,248,,,24,,,136,4308,3847,1400,,33317,,,944,6770,6265,,,151,,,,35,,,55807,,333811,4141,39985,48546
